PAO1_gene_id	annotation
PA1983	core
PA1984	core
PA1985	core
PA1986	core
PA1987	core
PA1988	core
PA1989	core
PA1990	core
PA1991	core
PA1992	core
PA1993	core
PA1994	core
PA1995	core
PA1996	core
PA1997	core
PA1998	core
PA1999	core
PA2000	core
PA2001	core
PA2002	core
PA2003	core
PA2004	core
PA2005	core
PA2006	core
PA2007	core
PA2008	core
PA2009	core
PA2010	core
PA2011	core
PA2012	core
PA2013	core
PA2014	core
PA2015	core
PA2016	core
PA2017	core
PA2018	core
PA2019	core
PA2020	core
PA2021	core
PA2022	core
PA2023	core
PA2024	core
PA2025	core
PA2026	core
PA2027	core
PA2028	core
PA2029	core
PA2030	core
PA2031	core
PA2032	core
PA2033	core
PA2034	core
PA2035	core
PA2036	core
PA2037	core
PA2038	core
PA2039	core
PA2041	core
PA2042	core
PA2043	core
PA2044	core
PA2045	core
PA2046	core
PA2047	core
PA2048	core
PA2049	core
PA2050	core
PA2051	core
PA2052	core
PA2053	core
PA2054	core
PA2055	core
PA2056	core
PA2057	core
PA2058	core
PA2059	core
PA2060	core
PA2061	core
PA2062	core
PA2063	core
PA2064	core
PA2065	core
PA2066	core
PA2067	core
PA2068	core
PA2069	core
PA2070	core
PA2071	core
PA2072	core
PA2073	accessory
PA2074	accessory
PA2075	core
PA2076	core
PA2077	core
PA2078	core
PA2079	core
PA2080	core
PA2081	core
PA2082	core
PA2083	core
PA2084	core
PA2085	core
PA2086	core
PA2087	core
PA2088	core
PA2089	core
PA2090	core
PA2091	core
PA2092	core
PA2093	core
PA2094	core
PA2095	core
PA2096	core
PA2097	core
PA2098	core
PA2099	core
PA2100	accessory
PA2101	accessory
PA2102	accessory
PA2103	accessory
PA2104	accessory
PA2105	accessory
PA2106	accessory
PA2107	core
PA2108	core
PA2109	core
PA2110	core
PA2111	core
PA2112	core
PA2113	core
PA2114	core
PA2115	core
PA2116	core
PA2117	core
PA2118	core
PA2119	accessory
PA2120	core
PA2121	core
PA2122	core
PA2123	core
PA2124	core
PA2125	core
PA2126	core
PA2127	core
PA2128	core
PA2129	core
PA2130	core
PA2131	core
PA2132	core
PA2133	core
PA2134	core
PA2135	core
PA2136	core
PA2137	core
PA2138	core
PA2139	accessory
PA2140	core
PA2141	core
PA2142	core
PA2143	core
PA2144	core
PA2145	core
PA2146	core
PA2147	core
PA2148	core
PA2149	core
PA2150	core
PA2151	core
PA2152	core
PA2153	core
PA2154	core
PA2155	core
PA2156	core
PA2157	core
PA2158	core
PA2159	core
PA2160	core
PA2161	core
PA2162	core
PA2163	core
PA2164	core
PA2165	core
PA2166	core
PA2167	core
PA2168	core
PA2169	core
PA2170	core
PA2171	core
PA2172	core
PA2173	core
PA2174	core
PA2175	core
PA2176	core
PA2177	core
PA2178	core
PA2179	core
PA2180	core
PA2181	core
PA2182	accessory
PA2183	accessory
PA2184	accessory
PA2185	accessory
PA2186	accessory
PA2187	core
PA2188	accessory
PA2189	core
PA2190	accessory
PA2191	core
PA2192	accessory
PA2193	core
PA2194	core
PA2195	core
PA2196	core
PA2197	core
PA2198	core
PA2199	core
PA2200	core
PA2201	core
PA2202	core
PA2203	core
PA2204	core
PA2205	core
PA2206	core
PA2207	core
PA2208	core
PA2209	core
PA2210	core
PA2211	core
PA2212	core
PA2213	core
PA2214	core
PA2215	core
PA2216	core
PA2217	core
PA2218	accessory
PA2219	accessory
PA2220	accessory
PA2221	accessory
PA2222	core
PA2223	accessory
PA2224	accessory
PA2225	accessory
PA2226	core
PA2227	accessory
PA2228	accessory
PA2229	accessory
PA2230	accessory
PA2231	accessory
PA2232	accessory
PA2233	accessory
PA2234	accessory
PA2235	core
PA2236	core
PA2237	core
PA2238	core
PA2239	core
PA2240	core
PA2241	core
PA2242	core
PA2243	core
PA2244	core
PA2245	core
PA2246	core
PA2247	core
PA2248	core
PA2249	core
PA2250	core
PA2251	core
PA2252	core
PA2253	core
PA2254	core
PA2255	core
PA2256	core
PA2257	core
PA2258	core
PA2259	core
PA2260	core
PA2261	core
PA2262	core
PA2263	core
PA2264	core
PA2265	core
PA2266	core
PA2267	core
PA2268	core
PA2269	core
PA2270	core
PA2271	core
PA2272	core
PA2273	core
PA2274	core
PA2275	core
PA2276	core
PA2277	core
PA2278	core
PA2279	core
PA2280	core
PA2281	core
PA2282	core
PA2283	core
PA2284	core
PA2285	core
PA2286	core
PA2287	core
PA2288	core
PA2289	core
PA2290	core
PA2292	core
PA2293	core
PA2294	accessory
PA2295	accessory
PA2296	accessory
PA2297	core
PA2298	core
PA2299	core
PA2300	core
PA2301	core
PA2302	core
PA2303	core
PA2304	core
PA2305	core
PA2306	core
PA2307	core
PA2308	core
PA2309	core
PA2310	core
PA2311	core
PA2312	core
PA2313	core
PA2314	core
PA2315	core
PA2316	core
PA2317	core
PA2318	core
PA2320	core
PA2321	core
PA2322	core
PA2323	core
PA2324	core
PA2325	core
PA2326	core
PA2327	core
PA2328	core
PA2329	core
PA2330	core
PA2331	core
PA2332	core
PA2333	accessory
PA2334	accessory
PA2335	accessory
PA2336	accessory
PA2337	core
PA2338	core
PA2339	core
PA2340	core
PA2341	core
PA2342	core
PA2343	core
PA2344	core
PA2345	core
PA2346	core
PA2347	core
PA2348	core
PA2349	core
PA2350	core
PA2351	core
PA2352	core
PA2353	core
PA2354	core
PA2355	core
PA2356	core
PA2357	core
PA2358	core
PA2359	core
PA2360	core
PA2361	core
PA2362	core
PA2363	core
PA2364	core
PA2365	core
PA2366	core
PA2367	core
PA2368	core
PA2369	core
PA2370	core
PA2371	core
PA2372	accessory
PA2373	core
PA2374	core
PA2375	core
PA2376	core
PA2377	core
PA2378	core
PA2379	core
PA2380	core
PA2381	core
PA2382	core
PA2383	core
PA2384	core
PA2385	core
PA2386	core
PA2387	core
PA2388	core
PA2389	core
PA2390	core
PA2391	core
PA2392	core
PA2393	core
PA2394	core
PA2395	core
PA2396	core
PA2397	core
PA2398	core
PA2399	core
PA2400	core
PA2401	core
PA2402	core
PA2403	core
PA2404	core
PA2405	core
PA2406	core
PA2407	core
PA2408	core
PA2409	core
PA2410	core
PA2411	core
PA2412	core
PA2413	core
PA2414	core
PA2415	core
PA2416	core
PA2417	core
PA2418	core
PA2419	core
PA2420	core
PA2421	core
PA2422	core
PA2423	core
PA2424	core
PA2425	core
PA2426	core
PA2427	core
PA2428	core
PA2429	core
PA2430	core
PA2431	core
PA2432	core
PA2433	core
PA2434	core
PA2435	core
PA2436	core
PA2437	core
PA2438	core
PA2439	core
PA2440	core
PA2441	core
PA2442	core
PA2443	core
PA2444	core
PA2445	core
PA2446	core
PA2447	core
PA2448	core
PA2449	core
PA2450	core
PA2451	core
PA2452	core
PA2453	core
PA2454	core
PA2455	core
PA2456	accessory
PA2457	core
PA2458	core
PA2459	accessory
PA2460	accessory
PA2461	accessory
PA2462	core
PA2464	core
PA2465	core
PA2466	core
PA2467	core
PA2468	core
PA2469	core
PA2470	core
PA2471	core
PA2472	core
PA2473	core
PA2474	core
PA2475	core
PA2476	core
PA2477	core
PA2478	core
PA2479	core
PA2480	core
PA2481	core
PA2482	core
PA2483	core
PA2484	core
PA2485	core
PA2486	core
PA2487	core
PA2488	core
PA2489	core
PA2490	core
PA2491	core
PA2492	core
PA2493	core
PA2494	core
PA2495	core
PA2496	core
PA2497	core
PA2498	core
PA2499	core
PA2500	core
PA2501	core
PA2502	core
PA2503	core
PA2504	core
PA2505	core
PA2506	core
PA2507	core
PA2508	core
PA2509	core
PA2510	core
PA2511	core
PA2512	core
PA2513	core
PA2514	core
PA2515	core
PA2516	core
PA2517	core
PA2518	core
PA2519	core
PA2520	core
PA2521	core
PA2522	core
PA2523	core
PA2524	core
PA2525	core
PA2526	core
PA2527	core
PA2528	core
PA2529	core
PA2530	core
PA2531	core
PA2532	core
PA2533	core
PA2534	core
PA2535	core
PA2536	core
PA2537	core
PA2538	core
PA2539	core
PA2540	core
PA2541	core
PA2542	core
PA2543	core
PA2544	core
PA2545	core
PA2546	core
PA2547	core
PA2548	core
PA2549	core
PA2550	core
PA2551	core
PA2552	core
PA2553	core
PA2554	core
PA2555	core
PA2556	core
PA2557	core
PA2558	core
PA2559	core
PA2560	core
PA2561	core
PA2562	core
PA2563	core
PA2564	core
PA2565	core
PA2566	core
PA2567	core
PA2568	core
PA2569	core
PA2570	core
PA2571	core
PA2572	core
PA2573	core
PA2574	core
PA2575	core
PA2576	core
PA2577	core
PA2578	core
PA2579	core
PA2580	core
PA2581	core
PA2582	core
PA2583	core
PA2584	core
PA2585	core
PA2586	core
PA2587	core
PA2588	core
PA2589	core
PA2590	core
PA2591	core
PA2592	core
PA2593	core
PA2594	core
PA2595	core
PA2596	core
PA2597	core
PA2598	core
PA2599	core
PA2600	core
PA2601	core
PA2602	core
PA2603	core
PA2604	core
PA2605	core
PA2606	core
PA2607	core
PA2608	core
PA2609	core
PA2610	core
PA2611	core
PA2612	core
PA2613	core
PA2614	core
PA2615	core
PA2616	core
PA2617	core
PA2618	core
PA2619	core
PA2620	core
PA2621	core
PA2622	core
PA2623	core
PA2624	core
PA2625	core
PA2626	core
PA2627	core
PA2628	core
PA2629	core
PA2630	core
PA2631	core
PA2632	core
PA2633	core
PA2634	core
PA2635	core
PA2636	core
PA2637	core
PA2638	core
PA2639	core
PA2640	core
PA2641	core
PA2642	core
PA2643	core
PA2644	core
PA2645	core
PA2646	core
PA2647	core
PA2648	core
PA2649	core
PA2650	core
PA2651	core
PA2652	core
PA2653	core
PA2654	core
PA2655	core
PA2656	core
PA2657	core
PA2658	core
PA2659	core
PA2660	core
PA2661	core
PA2662	core
PA2663	core
PA2664	core
PA2665	core
PA2666	core
PA2667	core
PA2668	core
PA2669	core
PA2670	core
PA2671	core
PA2672	core
PA2673	core
PA2674	core
PA2675	core
PA2676	core
PA2677	core
PA2678	core
PA2679	core
PA2680	core
PA2681	core
PA2682	core
PA2683	core
PA2684	core
PA2685	core
PA2686	core
PA2687	core
PA2688	core
PA2689	core
PA2691	core
PA2692	core
PA2693	core
PA2694	core
PA2695	core
PA2696	core
PA2697	core
PA2698	core
PA2699	core
PA2700	core
PA2701	core
PA2702	core
PA2703	core
PA2704	core
PA2705	core
PA2706	core
PA2707	core
PA2708	core
PA2709	core
PA2710	core
PA2711	core
PA2712	core
PA2713	core
PA2714	core
PA2715	core
PA2716	core
PA2717	core
PA2718	core
PA2719	core
PA2720	core
PA2721	core
PA2722	core
PA2723	core
PA2724	core
PA2725	core
PA2726	core
PA2727	accessory
PA2728	core
PA2729	core
PA2730	accessory
PA2731	accessory
PA2732	accessory
PA2733	accessory
PA2734	accessory
PA2735	accessory
PA2736	accessory
PA2737	core
PA2738	core
PA2739	core
PA2740	core
PA2741	core
PA2742	core
PA2743	core
PA2744	core
PA2745	core
PA2746	core
PA2747	core
PA2748	core
PA2749	core
PA2750	core
PA2751	core
PA2752	core
PA2753	core
PA2754	core
PA2755	core
PA2756	core
PA2757	core
PA2758	core
PA2759	core
PA2760	core
PA2761	core
PA2762	core
PA2763	core
PA2764	core
PA2765	core
PA2766	core
PA2767	core
PA2768	core
PA2769	core
PA2770	core
PA2771	accessory
PA2772	core
PA2773	core
PA2774	core
PA2775	core
PA2776	core
PA2777	core
PA2778	core
PA2779	core
PA2780	core
PA2781	core
PA2782	core
PA2783	core
PA2784	core
PA2785	core
PA2786	core
PA2787	core
PA2788	core
PA2789	core
PA2790	core
PA2791	core
PA2792	core
PA2793	core
PA2794	core
PA2795	core
PA2796	core
PA2797	core
PA2798	core
PA2799	core
PA2800	core
PA2801	core
PA2802	core
PA2803	core
PA2804	core
PA2805	core
PA2806	core
PA2807	core
PA2808	core
PA2809	core
PA2810	core
PA2811	core
PA2812	core
PA2813	core
PA2814	core
PA2815	core
PA2816	core
PA2817	core
PA2818	accessory
PA2819	accessory
PA2820	core
PA2821	core
PA2822	core
PA2823	core
PA2824	core
PA2825	core
PA2826	core
PA2827	core
PA2828	core
PA2829	core
PA2830	core
PA2831	core
PA2832	core
PA2833	core
PA2834	core
PA2835	core
PA2836	core
PA2837	core
PA2838	core
PA2839	core
PA2840	core
PA2841	core
PA2842	core
PA2843	core
PA2844	core
PA2845	core
PA2846	core
PA2847	core
PA2848	core
PA2849	core
PA2850	core
PA2851	core
PA2852	core
PA2853	accessory
PA2854	core
PA2855	core
PA2856	core
PA2857	core
PA2858	core
PA2859	core
PA2860	core
PA2861	core
PA2862	core
PA2863	core
PA2864	core
PA2865	core
PA2866	core
PA2867	core
PA2868	core
PA2869	core
PA2870	core
PA2871	core
PA2872	core
PA2873	core
PA2874	core
PA2875	core
PA2876	core
PA2877	core
PA2878	core
PA2879	core
PA2880	core
PA2881	core
PA2882	core
PA2883	core
PA2884	core
PA2885	core
PA2886	core
PA2887	core
PA2888	core
PA2889	core
PA2890	core
PA2891	core
PA2892	core
PA2893	core
PA2894	core
PA2895	core
PA2896	core
PA2897	core
PA2898	core
PA2899	core
PA2900	core
PA2901	core
PA2902	core
PA2903	core
PA2904	core
PA2905	core
PA2906	core
PA2907	core
PA2908	core
PA2909	core
PA2910	core
PA2911	core
PA2912	core
PA2913	core
PA2914	core
PA2915	core
PA2916	core
PA2917	core
PA2918	core
PA2919	core
PA2920	core
PA2921	core
PA2922	core
PA2923	core
PA2924	core
PA2925	core
PA2926	core
PA2927	core
PA2928	core
PA2929	core
PA2930	core
PA2931	core
PA2932	core
PA2933	core
PA2934	core
PA2935	core
PA2936	core
PA2937	core
PA2938	core
PA2939	core
PA2940	core
PA2941	core
PA2942	core
PA2943	core
PA2944	core
PA2945	core
PA2946	core
PA2947	core
PA2948	core
PA2949	core
PA2950	core
PA2951	core
PA2952	core
PA2953	core
PA2954	core
PA2955	core
PA2956	core
PA2957	core
PA2958	core
PA2959	core
PA2960	core
PA2961	core
PA2962	core
PA2963	core
PA2964	core
PA2965	core
PA2966	core
PA2967	core
PA2968	core
PA2969	core
PA2970	core
PA2971	core
PA2972	core
PA2973	core
PA2974	core
PA2975	core
PA2976	accessory
PA2977	core
PA2978	core
PA2979	core
PA2980	core
PA2981	core
PA2982	core
PA2983	core
PA2984	core
PA2985	core
PA2986	core
PA2987	core
PA2988	core
PA2989	core
PA2990	core
PA2991	core
PA2992	core
PA2993	core
PA2994	core
PA2995	core
PA2996	core
PA2997	core
PA2998	core
PA2999	core
PA3000	core
PA3001	core
PA3002	core
PA3003	core
PA3004	core
PA3005	core
PA3006	core
PA3007	core
PA3008	core
PA3009	core
PA3010	core
PA3011	core
PA3012	core
PA3013	core
PA3014	core
PA3015	core
PA3016	core
PA3017	core
PA3018	core
PA3019	core
PA3020	core
PA3021	core
PA3022	core
PA3023	core
PA3024	core
PA3025	core
PA3026	core
PA3027	core
PA3028	core
PA3029	core
PA3030	core
PA3031	core
PA3032	core
PA3033	core
PA3034	core
PA3035	core
PA3036	core
PA3037	core
PA3038	core
PA3039	core
PA3040	core
PA3041	core
PA3042	core
PA3043	core
PA3044	core
PA3045	core
PA3046	core
PA3047	core
PA3048	core
PA3049	core
PA3050	core
PA3051	core
PA3052	core
PA3053	core
PA3054	core
PA3055	core
PA3056	core
PA3057	core
PA3058	core
PA3059	core
PA3060	core
PA3061	core
PA3062	core
PA3063	core
PA3064	core
PA3065	accessory
PA3066	accessory
PA3067	accessory
PA3068	core
PA3069	core
PA3070	core
PA3071	core
PA3072	core
PA3073	core
PA3074	core
PA3075	core
PA3076	core
PA3077	core
PA3078	core
PA3079	core
PA3080	core
PA3081	core
PA3082	core
PA3083	core
PA3084	core
PA3085	core
PA3086	core
PA3087	core
PA3088	core
PA3089	core
PA3090	accessory
PA3091	core
PA3092	core
PA3093	core
PA3094	core
PA3095	core
PA3096	core
PA3097	core
PA3098	core
PA3099	core
PA3100	core
PA3101	core
PA3102	core
PA3103	core
PA3104	core
PA3105	core
PA3106	core
PA3107	core
PA3108	core
PA3109	core
PA3110	core
PA3111	core
PA3112	core
PA3113	core
PA3114	core
PA3115	core
PA3116	core
PA3117	core
PA3118	core
PA3119	core
PA3120	core
PA3121	core
PA3122	core
PA3123	core
PA3124	core
PA3125	core
PA3126	core
PA3127	core
PA3128	core
PA3129	core
PA3130	core
PA3131	core
PA3132	core
PA3133	core
PA3134	core
PA3135	core
PA3136	core
PA3137	core
PA3138	core
PA3139	core
PA3140	core
PA3141	core
PA3142	accessory
PA3143	accessory
PA3144	accessory
PA3145	core
PA3146	core
PA3147	accessory
PA3148	core
PA3149	accessory
PA3150	accessory
PA3151	accessory
PA3152	accessory
PA3153	accessory
PA3154	accessory
PA3155	accessory
PA3156	accessory
PA3157	accessory
PA3158	accessory
PA3159	accessory
PA3160	core
PA3161	core
PA3162	core
PA3163	core
PA3164	accessory
PA3165	core
PA3166	core
PA3167	core
PA3168	core
PA3169	core
PA3170	core
PA3171	core
PA3172	core
PA3173	core
PA3174	core
PA3175	core
PA3176	core
PA3177	core
PA3178	core
PA3179	core
PA3180	core
PA3181	core
PA3182	core
PA3183	core
PA3184	core
PA3185	core
PA3186	core
PA3187	core
PA3188	core
PA3189	core
PA3190	core
PA3191	core
PA3192	core
PA3193	core
PA3194	core
PA3195	core
PA3196	core
PA3197	core
PA3198	core
PA3199	core
PA3200	core
PA3201	core
PA3202	core
PA3203	core
PA3204	core
PA3205	core
PA3206	core
PA3207	core
PA3208	core
PA3209	core
PA3210	core
PA3211	core
PA3212	core
PA3213	core
PA3214	core
PA3215	core
PA3216	core
PA3217	core
PA3218	accessory
PA3219	core
PA3220	core
PA3221	core
PA3222	core
PA3223	core
PA3224	core
PA3225	core
PA3226	core
PA3227	core
PA3228	core
PA3229	core
PA3230	core
PA3231	core
PA3232	core
PA3233	core
PA3234	core
PA3235	core
PA3236	core
PA3237	core
PA3238	core
PA3239	core
PA3240	core
PA3241	core
PA3242	core
PA3243	core
PA3244	core
PA3245	core
PA3246	core
PA3247	core
PA3248	core
PA3249	core
PA3250	core
PA3251	core
PA3252	core
PA3253	core
PA3254	core
PA3255	core
PA3256	core
PA3257	core
PA3258	core
PA3259	core
PA3260	core
PA3261	core
PA3262	core
PA3263	core
PA3264	core
PA3265	core
PA3266	core
PA3267	core
PA3268	core
PA3269	core
PA3270	core
PA3271	core
PA3272	core
PA3273	core
PA3274	core
PA3275	core
PA3276	core
PA3277	core
PA3278	core
PA3279	core
PA3280	core
PA3281	core
PA3282	core
PA3283	core
PA3284	core
PA3285	core
PA3286	core
PA3287	core
PA3288	core
PA3289	core
PA3290	core
PA3291	core
PA3292	core
PA3293	core
PA3294	core
PA3295	core
PA3296	core
PA3297	core
PA3298	core
PA3299	core
PA3300	core
PA3301	core
PA3302	core
PA3303	core
PA3304	core
PA3305	core
PA3306	core
PA3307	core
PA3308	core
PA3309	core
PA3310	core
PA3311	core
PA3312	core
PA3313	core
PA3314	core
PA3315	core
PA3316	core
PA3317	core
PA3318	core
PA3319	core
PA3320	core
PA3321	core
PA3322	core
PA3323	core
PA3324	core
PA3325	core
PA3326	core
PA3327	core
PA3328	core
PA3329	core
PA3330	core
PA3331	core
PA3332	core
PA3333	core
PA3334	core
PA3335	core
PA3336	core
PA3337	core
PA3338	core
PA3339	core
PA3340	core
PA3341	core
PA3342	core
PA3343	core
PA3344	core
PA3345	core
PA3346	core
PA3347	core
PA3348	core
PA3349	core
PA3350	core
PA3351	core
PA3352	core
PA3353	core
PA3354	core
PA3355	core
PA3356	core
PA3357	core
PA3358	core
PA3359	core
PA3360	core
PA3361	core
PA3362	accessory
PA3363	core
PA3364	core
PA3365	core
PA3366	core
PA3367	core
PA3368	core
PA3369	core
PA3370	core
PA3371	core
PA3372	core
PA3373	core
PA3374	core
PA3375	core
PA3376	core
PA3377	core
PA3378	core
PA3379	core
PA3380	core
PA3381	core
PA3382	core
PA3383	core
PA3384	core
PA3385	core
PA3386	core
PA3387	core
PA3388	core
PA3389	core
PA3390	core
PA3391	core
PA3392	core
PA3393	core
PA3394	core
PA3395	core
PA3396	core
PA3397	core
PA3398	core
PA3399	core
PA3400	core
PA3401	core
PA3402	core
PA3403	core
PA3404	core
PA3405	core
PA3406	core
PA3407	core
PA3408	core
PA3409	core
PA3410	core
PA3411	core
PA3412	core
PA3413	core
PA3414	core
PA3415	core
PA3416	core
PA3417	core
PA3418	core
PA3419	core
PA3420	core
PA3421	core
PA3422	core
PA3423	core
PA3424	core
PA3425	core
PA3426	core
PA3427	core
PA3428	core
PA3429	core
PA3430	core
PA3431	core
PA3432	core
PA3433	core
PA3435	core
PA3436	core
PA3437	core
PA3438	core
PA3439	core
PA3440	core
PA3441	core
PA3442	core
PA3443	core
PA3444	core
PA3445	core
PA3446	core
PA3447	core
PA3448	core
PA3449	core
PA3450	core
PA3451	core
PA3452	core
PA3453	core
PA3454	core
PA3455	core
PA3456	core
PA3457	core
PA3458	core
PA3459	core
PA3460	core
PA3461	core
PA3462	core
PA3463	core
PA3464	core
PA3465	core
PA3466	core
PA3467	core
PA3468	core
PA3469	core
PA3470	core
PA3471	core
PA3472	core
PA3473	core
PA3474	core
PA3475	core
PA3476	core
PA3477	core
PA3478	core
PA3479	core
PA3480	core
PA3481	core
PA3482	core
PA3483	core
PA3484	core
PA3485	core
PA3486	core
PA3487	core
PA3488	core
PA3489	core
PA3490	core
PA3491	core
PA3492	core
PA3493	core
PA3494	core
PA3495	core
PA3496	core
PA3497	accessory
PA3498	accessory
PA3499	accessory
PA3500	accessory
PA3501	accessory
PA3502	accessory
PA3503	accessory
PA3504	accessory
PA3505	accessory
PA3506	accessory
PA3507	core
PA3508	accessory
PA3509	accessory
PA3510	accessory
PA3511	accessory
PA3512	accessory
PA3513	accessory
PA3514	accessory
PA3515	core
PA3516	core
PA3517	core
PA3518	core
PA3519	core
PA3520	core
PA3521	core
PA3522	core
PA3523	core
PA3524	core
PA3525	core
PA3526	core
PA3527	core
PA3528	core
PA3529	core
PA3530	core
PA3531	core
PA3532	core
PA3533	core
PA3534	core
PA3535	core
PA3536	core
PA3537	core
PA3538	core
PA3539	core
PA3540	core
PA3541	core
PA3542	core
PA3543	core
PA3544	core
PA3545	core
PA3546	core
PA3547	core
PA3548	core
PA3549	core
PA3550	core
PA3551	core
PA3552	core
PA3553	core
PA3554	core
PA3555	core
PA3556	core
PA3557	core
PA3558	core
PA3559	core
PA3560	core
PA3561	core
PA3562	core
PA3563	core
PA3564	core
PA3565	core
PA3566	core
PA3567	core
PA3568	core
PA3569	core
PA3570	core
PA3571	core
PA3572	core
PA3573	core
PA3574	core
PA3575	core
PA3576	core
PA3577	core
PA3578	core
PA3579	core
PA3580	core
PA3581	core
PA3582	core
PA3583	core
PA3584	core
PA3585	core
PA3586	core
PA3587	core
PA3588	core
PA3589	core
PA3590	core
PA3591	core
PA3592	core
PA3593	core
PA3594	core
PA3595	core
PA3596	core
PA3597	core
PA3598	core
PA3599	core
PA3600	core
PA3601	core
PA3602	core
PA3603	core
PA3604	core
PA3605	core
PA3606	core
PA3607	core
PA3608	core
PA3609	core
PA3610	core
PA3611	core
PA3612	core
PA3613	core
PA3614	core
PA3615	core
PA3616	core
PA3617	core
PA3618	core
PA3619	core
PA3620	core
PA3621	core
PA3622	core
PA3623	core
PA3624	core
PA3625	core
PA3626	core
PA3627	core
PA3628	core
PA3629	core
PA3630	core
PA3631	core
PA3632	core
PA3633	core
PA3634	core
PA3635	core
PA3636	core
PA3637	core
PA3638	core
PA3639	core
PA3640	core
PA3641	core
PA3642	core
PA3643	core
PA3644	core
PA3645	core
PA3646	core
PA3647	core
PA3648	core
PA3649	core
PA3650	core
PA3651	core
PA3652	core
PA3653	core
PA3654	core
PA3655	core
PA3656	core
PA3657	core
PA3658	core
PA3659	core
PA3660	core
PA3661	core
PA3662	core
PA3663	core
PA3664	core
PA3665	core
PA3666	core
PA3667	core
PA3668	core
PA3669	core
PA3670	core
PA3671	core
PA3672	core
PA3673	core
PA3674	core
PA3675	core
PA3676	core
PA3677	core
PA3678	core
PA3679	core
PA3680	core
PA3681	core
PA3682	core
PA3683	core
PA3684	core
PA3685	core
PA3686	core
PA3687	core
PA3688	core
PA3689	core
PA3690	core
PA3691	core
PA3692	core
PA3693	core
PA3694	core
PA3695	core
PA3696	core
PA3697	core
PA3698	core
PA3699	core
PA3700	core
PA3701	accessory
PA3702	core
PA3703	core
PA3704	core
PA3705	core
PA3706	core
PA3707	core
PA3708	core
PA3709	core
PA3710	core
PA3711	core
PA3712	core
PA3713	core
PA3714	core
PA3715	core
PA3716	core
PA3717	core
PA3718	core
PA3719	core
PA3720	core
PA3721	core
PA3722	core
PA3723	core
PA3724	core
PA3725	core
PA3726	core
PA3727	core
PA3728	core
PA3729	core
PA3730	core
PA3731	core
PA3732	core
PA3733	core
PA3734	core
PA3735	core
PA3736	core
PA3737	core
PA3738	core
PA3739	core
PA3740	core
PA3741	core
PA3742	core
PA3743	core
PA3744	core
PA3745	core
PA3746	core
PA3747	core
PA3748	core
PA3749	core
PA3750	core
PA3751	core
PA3752	core
PA3753	core
PA3754	core
PA3755	core
PA3756	core
PA3757	core
PA3758	core
PA3759	core
PA3760	core
PA3761	core
PA3762	core
PA3763	core
PA3764	core
PA3765	core
PA3766	core
PA3767	core
PA3768	core
PA3769	core
PA3770	core
PA3771	core
PA3772	core
PA3773	core
PA3774	core
PA3775	core
PA3776	core
PA3777	core
PA3778	core
PA3779	core
PA3780	core
PA3781	core
PA3782	core
PA3783	core
PA3784	core
PA3785	core
PA3786	core
PA3787	core
PA3788	core
PA3789	core
PA3790	core
PA3791	core
PA3792	core
PA3793	core
PA3794	core
PA3795	core
PA3796	core
PA3797	core
PA3798	core
PA3799	core
PA3800	core
PA3801	core
PA3802	core
PA3803	core
PA3804	core
PA3805	core
PA3806	core
PA3807	core
PA3808	core
PA3809	core
PA3810	core
PA3811	core
PA3812	core
PA3813	core
PA3814	core
PA3815	core
PA3816	core
PA3817	core
PA3818	core
PA3819	core
PA3820	core
PA3821	core
PA3822	core
PA3823	core
PA3824	core
PA3825	core
PA3826	core
PA3827	core
PA3828	core
PA3829	core
PA3830	core
PA3831	core
PA3832	core
PA3833	core
PA3834	core
PA3835	core
PA3836	core
PA3837	core
PA3838	core
PA3839	core
PA3840	core
PA3841	accessory
PA3842	core
PA3843	accessory
PA3844	core
PA3845	core
PA3846	core
PA3847	core
PA3848	core
PA3849	core
PA3850	core
PA3851	core
PA3852	core
PA3853	core
PA3854	core
PA3855	core
PA3856	core
PA3857	core
PA3858	core
PA3859	core
PA3860	core
PA3861	core
PA3862	core
PA3863	core
PA3864	core
PA3865	core
PA3866	core
PA3867	core
PA3868	core
PA3869	core
PA3870	core
PA3871	core
PA3872	core
PA3873	core
PA3874	core
PA3875	core
PA3876	core
PA3877	core
PA3878	core
PA3879	core
PA3880	core
PA3881	core
PA3882	core
PA3883	core
PA3884	core
PA3885	core
PA3886	core
PA3887	core
PA3888	core
PA3889	core
PA3890	core
PA3891	core
PA3892	core
PA3893	core
PA3894	core
PA3895	core
PA3896	core
PA3897	core
PA3898	core
PA3899	core
PA3900	core
PA3901	core
PA3902	core
PA3903	core
PA3904	core
PA3905	core
PA3906	core
PA3907	core
PA3908	core
PA3909	core
PA3910	core
PA3911	core
PA3912	core
PA3913	core
PA3914	core
PA3915	core
PA3916	core
PA3917	core
PA3918	core
PA3919	core
PA3920	core
PA3921	core
PA3922	core
PA3923	core
PA3924	core
PA3925	core
PA3926	core
PA3927	core
PA3928	core
PA3929	core
PA3930	core
PA3931	core
PA3932	core
PA3933	core
PA3934	core
PA3935	core
PA3936	core
PA3937	core
PA3938	core
PA3939	core
PA3940	core
PA3941	core
PA3942	core
PA3943	core
PA3944	core
PA3945	core
PA3946	core
PA3947	core
PA3948	core
PA3949	core
PA3950	core
PA3951	core
PA3952	core
PA3953	core
PA3954	core
PA3955	core
PA3956	core
PA3957	core
