"operon-id","operon_name","locus_tag","start","end","strand","gene_name","source_database","pmid"
"operon-214","pqsA-pqsB-pqsC-pqsD-pqsE","PA0997",1080009,1080860,1,"pqsB","DOOR",18988623
"operon-41768","pqsABCDE","PA0997",1080009,1080860,1,"pqsB","PseudoCAP",16735731
"operon-41769","pqsABCDE","PA0997",1080009,1080860,1,"pqsB","PseudoCAP",16735731
"operon-41770","pqsBCDE","PA0997",1080009,1080860,1,"pqsB","PseudoCAP",22319605
"operon-214","pqsA-pqsB-pqsC-pqsD-pqsE","PA0998",1080853,1081899,1,"pqsC","DOOR",18988623
"operon-41768","pqsABCDE","PA0998",1080853,1081899,1,"pqsC","PseudoCAP",16735731
"operon-41769","pqsABCDE","PA0998",1080853,1081899,1,"pqsC","PseudoCAP",16735731
"operon-41770","pqsBCDE","PA0998",1080853,1081899,1,"pqsC","PseudoCAP",22319605
"operon-214","pqsA-pqsB-pqsC-pqsD-pqsE","PA0999",1081942,1082955,1,"pqsD","DOOR",18988623
"operon-41768","pqsABCDE","PA0999",1081942,1082955,1,"pqsD","PseudoCAP",16735731
"operon-41769","pqsABCDE","PA0999",1081942,1082955,1,"pqsD","PseudoCAP",16735731
"operon-41770","pqsBCDE","PA0999",1081942,1082955,1,"pqsD","PseudoCAP",22319605
"operon-214","pqsA-pqsB-pqsC-pqsD-pqsE","PA1000",1082949,1083854,1,"pqsE","DOOR",18988623
"operon-41768","pqsABCDE","PA1000",1082949,1083854,1,"pqsE","PseudoCAP",16735731
"operon-41769","pqsABCDE","PA1000",1082949,1083854,1,"pqsE","PseudoCAP",16735731
"operon-41770","pqsBCDE","PA1000",1082949,1083854,1,"pqsE","PseudoCAP",22319605
"operon-215","phnA-phnB","PA1001",1083972,1085564,1,"phnA","DOOR",18988623
"operon-215","phnA-phnB","PA1002",1085542,1086144,1,"phnB","DOOR",18988623
"operon-41766","mvfR","PA1003",1086097,1087095,-1,"mvfR","PseudoCAP",15968046
"operon-41767","mvfR","PA1003",1086097,1087095,-1,"mvfR","PseudoCAP",15968046
"operon-216","PA1006-PA1007","PA1006",1090606,1090857,1,"","DOOR",18988623
"operon-216","PA1006-PA1007","PA1007",1090891,1091964,1,"","DOOR",18988623
"operon-217","PA1009-bcp","PA1008",1092025,1092498,-1,"bcp","DOOR",18988623
"operon-217","PA1009-bcp","PA1009",1092510,1093067,-1,"","DOOR",18988623
"operon-218","dapA-PA1011-PA1012-purC-PA1013.1","PA1010",1093251,1094129,1,"dapA","DOOR",18988623
"operon-218","dapA-PA1011-PA1012-purC-PA1013.1","PA1011",1094147,1095337,1,"","DOOR",18988623
"operon-218","dapA-PA1011-PA1012-purC-PA1013.1","PA1012",1095276,1096034,1,"","DOOR",18988623
"operon-218","dapA-PA1011-PA1012-purC-PA1013.1","PA1013",1096063,1096773,1,"purC","DOOR",18988623
"operon-218","dapA-PA1011-PA1012-purC-PA1013.1","PA1013.1",1096867,1096956,1,"","DOOR",18988623
"operon-219","pauA-PA1018","PA1017",1100930,1103077,1,"pauA","DOOR",18988623
"operon-219","pauA-PA1018","PA1018",1103061,1103927,1,"","DOOR",18988623
"operon-220","PA1020-PA1021-PA1022-PA1023-PA1024-PA1025","PA1020",1105888,1107000,1,"","DOOR",18988623
"operon-220","PA1020-PA1021-PA1022-PA1023-PA1024-PA1025","PA1021",1107000,1107761,1,"","DOOR",18988623
"operon-220","PA1020-PA1021-PA1022-PA1023-PA1024-PA1025","PA1022",1107763,1108908,1,"","DOOR",18988623
"operon-220","PA1020-PA1021-PA1022-PA1023-PA1024-PA1025","PA1023",1108949,1109866,1,"","DOOR",18988623
"operon-220","PA1020-PA1021-PA1022-PA1023-PA1024-PA1025","PA1024",1109882,1110868,1,"","DOOR",18988623
"operon-220","PA1020-PA1021-PA1022-PA1023-PA1024-PA1025","PA1025",1110947,1112197,1,"","DOOR",18988623
"operon-221","PA1027-PA1028","PA1027",1113129,1114718,1,"amaB","DOOR",18988623
"operon-221","PA1027-PA1028","PA1028",1114774,1116060,1,"amaA","DOOR",18988623
"operon-222","PA1035-PA1034","PA1034",1123148,1123348,-1,"","DOOR",18988623
"operon-222","PA1035-PA1034","PA1035",1123356,1123850,-1,"","DOOR",18988623
"operon-223","PA1040-PA1039-PA1038-PA1037","PA1037",1124845,1125465,-1,"","DOOR",18988623
"operon-223","PA1040-PA1039-PA1038-PA1037","PA1038",1125548,1125865,-1,"","DOOR",18988623
"operon-223","PA1040-PA1039-PA1038-PA1037","PA1039",1125865,1126338,-1,"","DOOR",18988623
"operon-223","PA1040-PA1039-PA1038-PA1037","PA1040",1126341,1126838,-1,"","DOOR",18988623
"operon-224","PA1042-PA1043","PA1042",1127717,1128016,1,"","DOOR",18988623
"operon-224","PA1042-PA1043","PA1043",1128009,1128818,1,"","DOOR",18988623
"operon-225","PA1045-PA1046-PA1047","PA1045",1129451,1131595,1,"","DOOR",18988623
"operon-225","PA1045-PA1046-PA1047","PA1046",1131674,1133947,1,"","DOOR",18988623
"operon-225","PA1045-PA1046-PA1047","PA1047",1134024,1135202,1,"","DOOR",18988623
"operon-226","pdxH-PA1050","PA1049",1136388,1137035,1,"pdxH","DOOR",18988623
"operon-226","pdxH-PA1050","PA1050",1137043,1138155,1,"","DOOR",18988623
"operon-227","PA1051-PA1052","PA1051",1138314,1139672,1,"","DOOR",18988623
"operon-227","PA1051-PA1052","PA1052",1139714,1140859,1,"","DOOR",18988623
"operon-228","PA1054-PA1055-PA1056-PA1057-PA1058-PA1059","PA1054",1142061,1144862,1,"shaA","DOOR",18988623
"operon-228","PA1054-PA1055-PA1056-PA1057-PA1058-PA1059","PA1055",1144862,1145200,1,"shaB","DOOR",18988623
"operon-228","PA1054-PA1055-PA1056-PA1057-PA1058-PA1059","PA1056",1145197,1146696,1,"shaC","DOOR",18988623
"operon-228","PA1054-PA1055-PA1056-PA1057-PA1058-PA1059","PA1057",1146693,1147217,1,"shaD","DOOR",18988623
"operon-228","PA1054-PA1055-PA1056-PA1057-PA1058-PA1059","PA1058",1147202,1147471,1,"shaE","DOOR",18988623
"operon-228","PA1054-PA1055-PA1056-PA1057-PA1058-PA1059","PA1059",1147468,1147815,1,"shaF","DOOR",18988623
"operon-229","PA1060-PA1061-PA1062-PA1063","PA1060",1147928,1148833,1,"","DOOR",18988623
"operon-229","PA1060-PA1061-PA1062-PA1063","PA1061",1148844,1149941,1,"","DOOR",18988623
"operon-229","PA1060-PA1061-PA1062-PA1063","PA1062",1149952,1150473,1,"","DOOR",18988623
"operon-229","PA1060-PA1061-PA1062-PA1063","PA1063",1150470,1150721,1,"","DOOR",18988623
"operon-230","PA1068-PA1069","PA1068",1153637,1155547,1,"","DOOR",18988623
"operon-230","PA1068-PA1069","PA1069",1155584,1157878,1,"","DOOR",18988623
"operon-231","braD-braE-braF-braG","PA1070",1157954,1158655,-1,"braG","DOOR",18988623
"operon-231","braD-braE-braF-braG","PA1071",1158658,1159425,-1,"braF","DOOR",18988623
"operon-231","braD-braE-braF-braG","PA1072",1159422,1160675,-1,"braE","DOOR",18988623
"operon-231","braD-braE-braF-braG","PA1073",1160672,1161595,-1,"braD","DOOR",18988623
"operon-232","PA1075-PA1076","PA1075",1163276,1163593,1,"","DOOR",18988623
"operon-232","PA1075-PA1076","PA1076",1163660,1164022,1,"","DOOR",18988623
"operon-233","flgB-flgC-flgD-flgE","PA1077",1164275,1164682,1,"flgB","DOOR",18988623
"operon-233","flgB-flgC-flgD-flgE","PA1078",1164688,1165128,1,"flgC","DOOR",18988623
"operon-233","flgB-flgC-flgD-flgE","PA1079",1165141,1165854,1,"flgD","DOOR",18988623
"operon-233","flgB-flgC-flgD-flgE","PA1080",1165882,1167270,1,"flgE","DOOR",18988623
"operon-234","flgF-flgG-flgH-flgI-flgJ-flgK","PA1081",1167488,1168237,1,"flgF","DOOR",18988623
"operon-234","flgF-flgG-flgH-flgI-flgJ-flgK","PA1082",1168284,1169069,1,"flgG","DOOR",18988623
"operon-234","flgF-flgG-flgH-flgI-flgJ-flgK","PA1083",1169115,1169810,1,"flgH","DOOR",18988623
"operon-234","flgF-flgG-flgH-flgI-flgJ-flgK","PA1084",1169822,1170931,1,"flgI","DOOR",18988623
"operon-234","flgF-flgG-flgH-flgI-flgJ-flgK","PA1085",1170942,1172144,1,"flgJ","DOOR",18988623
"operon-234","flgF-flgG-flgH-flgI-flgJ-flgK","PA1086",1172163,1174214,1,"flgK","DOOR",18988623
"operon-235","PA1088-PA1089-PA1090","PA1088",1175614,1176375,1,"","DOOR",18988623
"operon-235","PA1088-PA1089-PA1090","PA1089",1176380,1176982,1,"","DOOR",18988623
"operon-235","PA1088-PA1089-PA1090","PA1090",1176958,1177620,1,"","DOOR",18988623
"operon-236","fliC-PA1093","PA1092",1183058,1184524,1,"fliC","DOOR",18988623
"operon-236","fliC-PA1093","PA1093",1184603,1184974,1,"","DOOR",18988623
"operon-237","PA1095-PA1096","PA1095",1186606,1186986,1,"","DOOR",18988623
"operon-237","PA1095-PA1096","PA1096",1187009,1187305,1,"","DOOR",18988623
"operon-238","fleS-fleR","PA1098",1189172,1190380,1,"fleS","DOOR",18988623
"operon-238","fleS-fleR","PA1099",1190385,1191806,1,"fleR","DOOR",18988623
"operon-239","fliE-fliF-fliG-PA1103-fliI-fliJ","PA1100",1192053,1192382,1,"fliE","DOOR",18988623
"operon-239","fliE-fliF-fliG-PA1103-fliI-fliJ","PA1101",1192405,1194201,1,"fliF","DOOR",18988623
"operon-239","fliE-fliF-fliG-PA1103-fliI-fliJ","PA1102",1194207,1195223,1,"fliG","DOOR",18988623
"operon-239","fliE-fliF-fliG-PA1103-fliI-fliJ","PA1103",1195225,1196031,1,"","DOOR",18988623
"operon-239","fliE-fliF-fliG-PA1103-fliI-fliJ","PA1104",1196021,1197376,1,"fliI","DOOR",18988623
"operon-239","fliE-fliF-fliG-PA1103-fliI-fliJ","PA1105",1197390,1197833,1,"fliJ","DOOR",18988623
"operon-240","yfiR-tpbB-yfiB","PA1119",1212717,1213223,-1,"yfiB","DOOR",18988623
"operon-240","yfiR-tpbB-yfiB","PA1120",1213195,1214502,-1,"tpbB","DOOR",18988623
"operon-240","yfiR-tpbB-yfiB","PA1121",1214502,1215074,-1,"yfiR","DOOR",18988623
"operon-241","dgt-PA1125","PA1124",1216671,1218167,1,"dgt","DOOR",18988623
"operon-241","dgt-PA1125","PA1125",1218181,1218933,1,"","DOOR",18988623
"operon-242","PA1128-PA1129","PA1128",1220745,1221656,1,"","DOOR",18988623
"operon-242","PA1128-PA1129","PA1129",1221691,1222098,1,"fosA","DOOR",18988623
"operon-243","PA1131-rhlC","PA1130",1222095,1223072,-1,"rhlC","DOOR",18988623
"operon-243","PA1131-rhlC","PA1131",1223060,1224328,-1,"","DOOR",18988623
"operon-244","PA1144-PA1143","PA1143",1234095,1234748,-1,"","DOOR",18988623
"operon-244","PA1144-PA1143","PA1144",1234816,1236150,-1,"","DOOR",18988623
"operon-245","dapE-rrmA-PA1160","PA1160",1258087,1258470,-1,"","DOOR",18988623
"operon-245","dapE-rrmA-PA1160","PA1161",1258488,1259291,-1,"rrmA","DOOR",18988623
"operon-245","dapE-rrmA-PA1160","PA1162",1259291,1260442,-1,"dapE","DOOR",18988623
"operon-246","PA1168-PA1169","PA1168",1267282,1267602,1,"","DOOR",18988623
"operon-246","PA1168-PA1169","PA1169",1267680,1269737,1,"","DOOR",18988623
"operon-247","napE-napF-napD-napA-napB-napC","PA1172",1272200,1272796,-1,"napC","DOOR",18988623
"operon-247","napE-napF-napD-napA-napB-napC","PA1173",1272807,1273298,-1,"napB","DOOR",18988623
"operon-247","napE-napF-napD-napA-napB-napC","PA1174",1273309,1275798,-1,"napA","DOOR",18988623
"operon-247","napE-napF-napD-napA-napB-napC","PA1175",1275795,1276124,-1,"napD","DOOR",18988623
"operon-247","napE-napF-napD-napA-napB-napC","PA1176",1276117,1276608,-1,"napF","DOOR",18988623
"operon-247","napE-napF-napD-napA-napB-napC","PA1177",1276617,1276784,-1,"napE","DOOR",18988623
"operon-248","oprH-phoP-phoQ","PA1178",1277006,1277608,1,"oprH","DOOR",18988623
"operon-248","oprH-phoP-phoQ","PA1179",1277688,1278365,1,"phoP","DOOR",18988623
"operon-248","oprH-phoP-phoQ","PA1180",1278362,1279708,1,"phoQ","DOOR",18988623
"operon-249","PA1185-PA1186","PA1185",1286990,1287619,1,"","DOOR",18988623
"operon-249","PA1185-PA1186","PA1186",1287616,1288635,1,"","DOOR",18988623
"operon-250","PA1192-PA1193","PA1192",1293267,1294091,1,"","DOOR",18988623
"operon-250","PA1192-PA1193","PA1193",1294138,1294809,1,"","DOOR",18988623
"operon-251","PA1196-PA1197","PA1196",1297309,1298709,1,"ddaR","DOOR",18988623
"operon-251","PA1196-PA1197","PA1197",1298722,1299492,1,"","DOOR",18988623
"operon-252","PA1198-PA1199-PA1200","PA1198",1299558,1300175,1,"","DOOR",18988623
"operon-252","PA1198-PA1199-PA1200","PA1199",1300258,1300791,1,"","DOOR",18988623
"operon-252","PA1198-PA1199-PA1200","PA1200",1300811,1301473,1,"","DOOR",18988623
"operon-253","PA1203-PA1204-PA1205","PA1203",1303457,1303864,1,"","DOOR",18988623
"operon-253","PA1203-PA1204-PA1205","PA1204",1303892,1304449,1,"","DOOR",18988623
"operon-253","PA1203-PA1204-PA1205","PA1205",1304476,1305423,1,"","DOOR",18988623
"operon-254","PA1206-kefB","PA1206",1305583,1306056,1,"","DOOR",18988623
"operon-254","PA1206-kefB","PA1207",1306059,1307900,1,"kefB","DOOR",18988623
"operon-255","PA1215-PA1214-PA1213-PA1212-PA1211","PA1211",1311504,1312139,-1,"","DOOR",18988623
"operon-255","PA1215-PA1214-PA1213-PA1212-PA1211","PA1212",1312136,1313365,-1,"","DOOR",18988623
"operon-255","PA1215-PA1214-PA1213-PA1212-PA1211","PA1213",1313362,1314321,-1,"","DOOR",18988623
"operon-255","PA1215-PA1214-PA1213-PA1212-PA1211","PA1214",1314318,1315916,-1,"","DOOR",18988623
"operon-255","PA1215-PA1214-PA1213-PA1212-PA1211","PA1215",1315916,1317202,-1,"","DOOR",18988623
"operon-256","PA1221-PA1220-PA1219-PA1218-PA1217-PA1216","PA1216",1317404,1318150,-1,"","DOOR",18988623
"operon-256","PA1221-PA1220-PA1219-PA1218-PA1217-PA1216","PA1217",1318147,1319514,-1,"","DOOR",18988623
"operon-256","PA1221-PA1220-PA1219-PA1218-PA1217-PA1216","PA1218",1319511,1320389,-1,"","DOOR",18988623
"operon-256","PA1221-PA1220-PA1219-PA1218-PA1217-PA1216","PA1219",1320386,1321000,-1,"","DOOR",18988623
"operon-256","PA1221-PA1220-PA1219-PA1218-PA1217-PA1216","PA1220",1320994,1322256,-1,"","DOOR",18988623
"operon-256","PA1221-PA1220-PA1219-PA1218-PA1217-PA1216","PA1221",1322253,1324109,-1,"","DOOR",18988623
"operon-257","PA1230-PA1231-PA1232-PA1233","PA1230",1331517,1331714,1,"","DOOR",18988623
"operon-257","PA1230-PA1231-PA1232-PA1233","PA1231",1331727,1332635,1,"","DOOR",18988623
"operon-257","PA1230-PA1231-PA1232-PA1233","PA1232",1332635,1334674,1,"","DOOR",18988623
"operon-257","PA1230-PA1231-PA1232-PA1233","PA1233",1334671,1334928,1,"","DOOR",18988623
"operon-258","PA1238-PA1237-PA1236","PA1236",1336430,1337941,-1,"","DOOR",18988623
"operon-258","PA1238-PA1237-PA1236","PA1237",1337931,1339082,-1,"","DOOR",18988623
"operon-258","PA1238-PA1237-PA1236","PA1238",1339079,1340527,-1,"","DOOR",18988623
"operon-259","PA1240-PA1239","PA1239",1340910,1341794,-1,"","DOOR",18988623
"operon-259","PA1240-PA1239","PA1240",1341851,1342648,-1,"","DOOR",18988623
"operon-260","PA1241-PA1242","PA1241",1342813,1343373,1,"","DOOR",18988623
"operon-260","PA1241-PA1242","PA1242",1343453,1345225,1,"sprP","DOOR",18988623
"operon-261","aprX-aprD-aprE-aprF","PA1245",1349416,1350660,1,"aprX","DOOR",18988623
"operon-261","aprX-aprD-aprE-aprF","PA1246",1350747,1352528,1,"aprD","DOOR",18988623
"operon-261","aprX-aprD-aprE-aprF","PA1247",1352525,1353823,1,"aprE","DOOR",18988623
"operon-261","aprX-aprD-aprE-aprF","PA1248",1353827,1355272,1,"aprF","DOOR",18988623
"operon-262","PA1260-PA1259-PA1258-PA1257-PA1256-PA1255","PA1255",1363439,1364473,-1,"lhpK","DOOR",18988623
"operon-262","PA1260-PA1259-PA1258-PA1257-PA1256-PA1255","PA1256",1364499,1365221,-1,"lhpO","DOOR",18988623
"operon-262","PA1260-PA1259-PA1258-PA1257-PA1256-PA1255","PA1257",1365218,1365862,-1,"lhpN","DOOR",18988623
"operon-262","PA1260-PA1259-PA1258-PA1257-PA1256-PA1255","PA1258",1365873,1366538,-1,"lhpM","DOOR",18988623
"operon-262","PA1260-PA1259-PA1258-PA1257-PA1256-PA1255","PA1259",1366538,1368280,-1,"lhpH","DOOR",18988623
"operon-262","PA1260-PA1259-PA1258-PA1257-PA1256-PA1255","PA1260",1368339,1369160,-1,"lhpP","DOOR",18988623
"operon-263","PA1268-PA1267","PA1267",1376327,1377442,-1,"lhpB","DOOR",18988623
"operon-263","PA1268-PA1267","PA1268",1377439,1378383,-1,"lhpA","DOOR",18988623
"operon-264","PA1271-cobO-cobB-PA1274-cobD-cobC-cobQ-cobP-cobU-PA1280-cobV","PA1271",1381804,1383654,1,"","DOOR",18988623
"operon-264","PA1271-cobO-cobB-PA1274-cobD-cobC-cobQ-cobP-cobU-PA1280-cobV","PA1272",1383718,1384329,1,"cobO","DOOR",18988623
"operon-264","PA1271-cobO-cobB-PA1274-cobD-cobC-cobQ-cobP-cobU-PA1280-cobV","PA1273",1384361,1385668,1,"cobB","DOOR",18988623
"operon-264","PA1271-cobO-cobB-PA1274-cobD-cobC-cobQ-cobP-cobU-PA1280-cobV","PA1274",1385670,1386326,1,"","DOOR",18988623
"operon-264","PA1271-cobO-cobB-PA1274-cobD-cobC-cobQ-cobP-cobU-PA1280-cobV","PA1275",1386323,1387261,1,"cobD","DOOR",18988623
"operon-264","PA1271-cobO-cobB-PA1274-cobD-cobC-cobQ-cobP-cobU-PA1280-cobV","PA1276",1387254,1388249,1,"cobC","DOOR",18988623
"operon-264","PA1271-cobO-cobB-PA1274-cobD-cobC-cobQ-cobP-cobU-PA1280-cobV","PA1277",1388242,1389714,1,"cobQ","DOOR",18988623
"operon-264","PA1271-cobO-cobB-PA1274-cobD-cobC-cobQ-cobP-cobU-PA1280-cobV","PA1278",1389707,1390228,1,"cobP","DOOR",18988623
"operon-264","PA1271-cobO-cobB-PA1274-cobD-cobC-cobQ-cobP-cobU-PA1280-cobV","PA1279",1390225,1391280,1,"cobU","DOOR",18988623
"operon-264","PA1271-cobO-cobB-PA1274-cobD-cobC-cobQ-cobP-cobU-PA1280-cobV","PA1280",1391277,1391861,1,"","DOOR",18988623
"operon-264","PA1271-cobO-cobB-PA1274-cobD-cobC-cobQ-cobP-cobU-PA1280-cobV","PA1281",1391864,1392601,1,"cobV","DOOR",18988623
"operon-265","rnd-PA1295","PA1294",1405338,1406462,1,"rnd","DOOR",18988623
"operon-265","rnd-PA1295","PA1295",1406459,1406752,1,"","DOOR",18988623
"operon-266","PA1298-PA1299","PA1298",1408999,1409274,1,"","DOOR",18988623
"operon-266","PA1298-PA1299","PA1299",1409351,1409800,1,"","DOOR",18988623
"operon-267","PA1300-PA1301","PA1300",1409949,1410476,1,"hxuI","DOOR",18988623
"operon-267","PA1300-PA1301","PA1301",1410473,1411456,1,"hxuR","DOOR",18988623
"operon-268","PA1304-PA1303","PA1303",1414147,1414686,-1,"","DOOR",18988623
"operon-268","PA1304-PA1303","PA1304",1414763,1416814,-1,"","DOOR",18988623
"operon-269","PA1305-PA1306-PA1307-PA1308","PA1305",1416963,1417436,1,"","DOOR",18988623
"operon-269","PA1305-PA1306-PA1307-PA1308","PA1306",1417500,1417961,1,"","DOOR",18988623
"operon-269","PA1305-PA1306-PA1307-PA1308","PA1307",1417965,1418738,1,"","DOOR",18988623
"operon-269","PA1305-PA1306-PA1307-PA1308","PA1308",1418765,1419289,1,"","DOOR",18988623
"operon-270","phnW-phnX","PA1310",1420326,1421441,1,"phnW","DOOR",18988623
"operon-270","phnW-phnX","PA1311",1421477,1422304,1,"phnX","DOOR",18988623
"operon-271","PA1313-PA1314","PA1313",1423374,1424732,1,"","DOOR",18988623
"operon-271","PA1313-PA1314","PA1314",1424746,1425132,1,"","DOOR",18988623
"operon-272","cyoA-cyoB-cyoC-cyoD-cyoE","PA1317",1428080,1429075,1,"cyoA","DOOR",18988623
"operon-272","cyoA-cyoB-cyoC-cyoD-cyoE","PA1318",1429082,1431058,1,"cyoB","DOOR",18988623
"operon-272","cyoA-cyoB-cyoC-cyoD-cyoE","PA1319",1431062,1431691,1,"cyoC","DOOR",18988623
"operon-272","cyoA-cyoB-cyoC-cyoD-cyoE","PA1320",1431691,1432026,1,"cyoD","DOOR",18988623
"operon-272","cyoA-cyoB-cyoC-cyoD-cyoE","PA1321",1432037,1432927,1,"cyoE","DOOR",18988623
"operon-273","PA1323-PA1324","PA1323",1435493,1435825,1,"","DOOR",18988623
"operon-273","PA1323-PA1324","PA1324",1435885,1436397,1,"","DOOR",18988623
"operon-274","PA1325-ilvA2","PA1325",1436663,1437070,1,"","DOOR",18988623
"operon-274","PA1325-ilvA2","PA1326",1437067,1438614,1,"ilvA2","DOOR",18988623
"operon-275","PA1329-PA1330","PA1329",1441632,1442063,1,"","DOOR",18988623
"operon-275","PA1329-PA1330","PA1330",1442069,1442848,1,"","DOOR",18988623
"operon-276","ansB-PA1336-PA1335","PA1335",1447226,1448503,-1,"aauR","DOOR",18988623
"operon-276","ansB-PA1336-PA1335","PA1336",1448548,1450449,-1,"aauS","DOOR",18988623
"operon-276","ansB-PA1336-PA1335","PA1337",1450545,1451633,-1,"ansB","DOOR",18988623
"operon-277","PA1341-PA1340-PA1339","PA1339",1453470,1454204,-1,"aatP","DOOR",18988623
"operon-277","PA1341-PA1340-PA1339","PA1340",1454201,1454869,-1,"aatM","DOOR",18988623
"operon-277","PA1341-PA1340-PA1339","PA1341",1454866,1455612,-1,"aatQ","DOOR",18988623
"operon-278","PA1347-PA1346","PA1346",1460307,1461854,-1,"","DOOR",18988623
"operon-278","PA1347-PA1346","PA1347",1461938,1462630,-1,"","DOOR",18988623
"operon-279","PA1350-PA1351","PA1350",1464111,1464860,1,"","DOOR",18988623
"operon-279","PA1350-PA1351","PA1351",1464878,1466101,1,"","DOOR",18988623
"operon-280","PA1354-PA1353","PA1353",1467488,1467901,-1,"","DOOR",18988623
"operon-280","PA1354-PA1353","PA1354",1467938,1468363,-1,"","DOOR",18988623
"operon-281","PA1355-PA1356","PA1355",1468510,1468890,1,"","DOOR",18988623
"operon-281","PA1355-PA1356","PA1356",1468913,1470019,1,"","DOOR",18988623
"operon-282","PA1359-PA1358","PA1358",1470580,1470978,-1,"","DOOR",18988623
"operon-282","PA1359-PA1358","PA1359",1471016,1471672,-1,"","DOOR",18988623
"operon-283","PA1362-PA1363-PA1364","PA1362",1474391,1474714,1,"","DOOR",18988623
"operon-283","PA1362-PA1363-PA1364","PA1363",1474727,1475467,1,"","DOOR",18988623
"operon-283","PA1362-PA1363-PA1364","PA1364",1475464,1476306,1,"","DOOR",18988623
"operon-284","PA1372-PA1371","PA1371",1486266,1486967,-1,"","DOOR",18988623
"operon-284","PA1372-PA1371","PA1372",1486960,1489095,-1,"","DOOR",18988623
"operon-285","PA1381-PA1382","PA1381",1498338,1498829,1,"","DOOR",18988623
"operon-285","PA1381-PA1382","PA1382",1498813,1501092,1,"","DOOR",18988623
"operon-286","galE-PA1385","PA1384",1503568,1504581,1,"galE","DOOR",18988623
"operon-286","galE-PA1385","PA1385",1504605,1505729,1,"","DOOR",18988623
"operon-287","PA1387-PA1388","PA1387",1507164,1508720,1,"","DOOR",18988623
"operon-287","PA1387-PA1388","PA1388",1508737,1509465,1,"","DOOR",18988623
"operon-288","PA1390-PA1391","PA1390",1511232,1512266,1,"","DOOR",18988623
"operon-288","PA1390-PA1391","PA1391",1512260,1514035,1,"","DOOR",18988623
"operon-289","PA1394-PA1395","PA1394",1516433,1516687,1,"","DOOR",18988623
"operon-289","PA1394-PA1395","PA1395",1516703,1517119,1,"","DOOR",18988623
"operon-290","PA1397-PA1398","PA1397",1518914,1519546,1,"","DOOR",18988623
"operon-290","PA1397-PA1398","PA1398",1519627,1519968,1,"","DOOR",18988623
"operon-291","PA1402-PA1401","PA1401",1524424,1524831,-1,"","DOOR",18988623
"operon-291","PA1402-PA1401","PA1402",1524909,1525574,-1,"","DOOR",18988623
"operon-292","PA1407-PA1406","PA1406",1528803,1529561,-1,"","DOOR",18988623
"operon-292","PA1407-PA1406","PA1407",1529597,1530538,-1,"","DOOR",18988623
"operon-293","aphA-PA1410","PA1409",1533238,1534278,1,"aphA","DOOR",18988623
"operon-293","aphA-PA1410","PA1410",1534289,1535380,1,"","DOOR",18988623
"operon-294","PA1413-PA1414","PA1413",1537755,1538627,1,"","DOOR",18988623
"operon-294","PA1413-PA1414","PA1414",1538683,1538916,1,"","DOOR",18988623
"operon-295","PA1418-PA1417-PA1416","PA1416",1539749,1541131,-1,"","DOOR",18988623
"operon-295","PA1418-PA1417-PA1416","PA1417",1541145,1542746,-1,"","DOOR",18988623
"operon-295","PA1418-PA1417-PA1416","PA1418",1542822,1544213,-1,"","DOOR",18988623
"operon-296","gbuA-PA1420-PA1419","PA1419",1544307,1545818,-1,"","DOOR",18988623
"operon-296","gbuA-PA1420-PA1419","PA1420",1545837,1546256,-1,"","DOOR",18988623
"operon-296","gbuA-PA1420-PA1419","PA1421",1546271,1547230,-1,"gbuA","DOOR",18988623
"operon-41778","gbuA","PA1421",1546271,1547230,-1,"gbuA","PseudoCAP",12029055
"operon-297","PA1425-PA1426","PA1425",1550984,1552600,1,"","DOOR",18988623
"operon-297","PA1425-PA1426","PA1426",1552641,1552997,1,"","DOOR",18988623
"operon-298","PA1434-PA1433","PA1433",1559966,1561918,-1,"","DOOR",18988623
"operon-298","PA1434-PA1433","PA1434",1561919,1562632,-1,"","DOOR",18988623
"operon-299","PA1435-PA1436","PA1435",1562813,1563970,1,"","DOOR",18988623
"operon-299","PA1435-PA1436","PA1436",1563967,1567077,1,"","DOOR",18988623
"operon-300","PA1437-PA1438","PA1437",1567181,1567870,1,"","DOOR",18988623
"operon-300","PA1437-PA1438","PA1438",1567848,1569293,1,"","DOOR",18988623
"operon-301","PA1440-PA1439","PA1439",1569302,1569709,-1,"","DOOR",18988623
"operon-301","PA1440-PA1439","PA1440",1569721,1570308,-1,"","DOOR",18988623
"operon-302","PA1442-fliM-fliN-fliO-fliP-fliQ-fliR-flhB","PA1442",1572023,1572544,1,"","DOOR",18988623
"operon-302","PA1442-fliM-fliN-fliO-fliP-fliQ-fliR-flhB","PA1443",1572552,1573523,1,"fliM","DOOR",18988623
"operon-302","PA1442-fliM-fliN-fliO-fliP-fliQ-fliR-flhB","PA1444",1573551,1574024,1,"fliN","DOOR",18988623
"operon-302","PA1442-fliM-fliN-fliO-fliP-fliQ-fliR-flhB","PA1445",1574026,1574478,1,"fliO","DOOR",18988623
"operon-302","PA1442-fliM-fliN-fliO-fliP-fliQ-fliR-flhB","PA1446",1574475,1575242,1,"fliP","DOOR",18988623
"operon-302","PA1442-fliM-fliN-fliO-fliP-fliQ-fliR-flhB","PA1447",1575290,1575559,1,"fliQ","DOOR",18988623
"operon-302","PA1442-fliM-fliN-fliO-fliP-fliQ-fliR-flhB","PA1448",1575559,1576335,1,"fliR","DOOR",18988623
